id,activity_hour,step_total,calories,total_intensity,average_intensity
1503960366,2016-03-23 23:00:00,413,81,19,0.316667
1503960366,2016-03-24 00:00:00,311,82,23,0.383333
1503960366,2016-03-24 01:00:00,0,48,0,0.0
1503960366,2016-03-24 02:00:00,7,50,1,0.016667
1503960366,2016-03-24 03:00:00,8,49,1,0.016667
1503960366,2016-03-24 04:00:00,0,47,0,0.0
1503960366,2016-03-24 05:00:00,8,49,1,0.016667
1503960366,2016-03-24 06:00:00,0,48,0,0.0
1503960366,2016-03-24 07:00:00,29,52,3,0.05
1503960366,2016-03-24 08:00:00,553,100,36,0.6
1503960366,2016-03-24 09:00:00,2041,149,43,0.716667
1503960366,2016-03-24 10:00:00,90,66,8,0.133333
1503960366,2016-03-24 11:00:00,63,63,7,0.116667
1503960366,2016-03-24 12:00:00,1180,115,39,0.65
1503960366,2016-03-24 13:00:00,770,104,36,0.6
1503960366,2016-03-24 14:00:00,1320,123,41,0.683333
1503960366,2016-03-24 15:00:00,504,84,17,0.283333
1503960366,2016-03-24 16:00:00,210,84,26,0.433333
1503960366,2016-03-24 17:00:00,526,84,14,0.233333
1503960366,2016-03-24 18:00:00,66,61,5,0.083333
1503960366,2016-03-24 19:00:00,75,59,3,0.05
1503960366,2016-03-24 20:00:00,3858,225,107,1.783333
1503960366,2016-03-24 21:00:00,1090,114,29,0.483333
1503960366,2016-03-24 22:00:00,185,64,9,0.15
1503960366,2016-03-24 23:00:00,294,71,12,0.2
1503960366,2016-03-25 00:00:00,42,53,1,0.016667
1503960366,2016-03-25 01:00:00,126,58,6,0.1
1503960366,2016-03-25 02:00:00,5,49,1,0.016667
1503960366,2016-03-25 03:00:00,7,49,1,0.016667
1503960366,2016-03-25 04:00:00,0,48,0,0.0
1503960366,2016-03-25 05:00:00,0,48,0,0.0
1503960366,2016-03-25 06:00:00,0,48,0,0.0
1503960366,2016-03-25 07:00:00,40,52,3,0.05
1503960366,2016-03-25 08:00:00,565,90,25,0.416667
1503960366,2016-03-25 09:00:00,1545,125,28,0.466667
1503960366,2016-03-25 10:00:00,309,76,14,0.233333
1503960366,2016-03-25 11:00:00,1226,111,34,0.566667
1503960366,2016-03-25 12:00:00,78,61,4,0.066667
1503960366,2016-03-25 13:00:00,187,63,7,0.116667
1503960366,2016-03-25 14:00:00,419,77,13,0.216667
1503960366,2016-03-25 15:00:00,0,54,0,0.0
1503960366,2016-03-25 16:00:00,427,82,17,0.283333
1503960366,2016-03-25 17:00:00,435,77,14,0.233333
1503960366,2016-03-25 18:00:00,238,70,11,0.183333
1503960366,2016-03-25 19:00:00,135,62,6,0.1
1503960366,2016-03-25 20:00:00,2590,171,71,1.183333
1503960366,2016-03-25 21:00:00,2390,164,52,0.866667
1503960366,2016-03-25 22:00:00,151,69,13,0.216667
1503960366,2016-03-25 23:00:00,89,62,7,0.116667
1503960366,2016-03-26 00:00:00,16,53,2,0.033333
1503960366,2016-03-26 01:00:00,179,63,9,0.15
1503960366,2016-03-26 02:00:00,0,47,0,0.0
1503960366,2016-03-26 03:00:00,19,51,3,0.05
1503960366,2016-03-26 04:00:00,0,48,0,0.0
1503960366,2016-03-26 05:00:00,0,48,0,0.0
1503960366,2016-03-26 06:00:00,0,48,0,0.0
1503960366,2016-03-26 07:00:00,0,48,0,0.0
1503960366,2016-03-26 08:00:00,0,48,0,0.0
1503960366,2016-03-26 09:00:00,69,58,7,0.116667
1503960366,2016-03-26 10:00:00,394,82,21,0.35
1503960366,2016-03-26 11:00:00,145,62,8,0.133333
1503960366,2016-03-26 12:00:00,152,69,12,0.2
1503960366,2016-03-26 13:00:00,393,82,21,0.35
1503960366,2016-03-26 14:00:00,759,92,15,0.25
1503960366,2016-03-26 15:00:00,828,103,29,0.483333
1503960366,2016-03-26 16:00:00,5564,304,149,2.483333
1503960366,2016-03-26 17:00:00,3053,197,87,1.45
1503960366,2016-03-26 18:00:00,3785,226,102,1.7
1503960366,2016-03-26 19:00:00,323,75,15,0.25
1503960366,2016-03-26 20:00:00,207,71,14,0.233333
1503960366,2016-03-26 21:00:00,252,76,19,0.316667
1503960366,2016-03-26 22:00:00,785,110,39,0.65
1503960366,2016-03-26 23:00:00,686,93,23,0.383333
1503960366,2016-03-27 00:00:00,57,52,2,0.033333
1503960366,2016-03-27 01:00:00,121,56,5,0.083333
1503960366,2016-03-27 02:00:00,0,47,0,0.0
1503960366,2016-03-27 03:00:00,0,48,0,0.0
1503960366,2016-03-27 04:00:00,0,47,0,0.0
1503960366,2016-03-27 05:00:00,0,48,0,0.0
1503960366,2016-03-27 06:00:00,9,49,1,0.016667
1503960366,2016-03-27 07:00:00,8,50,2,0.033333
1503960366,2016-03-27 08:00:00,0,48,0,0.0
1503960366,2016-03-27 09:00:00,393,81,20,0.333333
1503960366,2016-03-27 10:00:00,5033,299,126,2.1
1503960366,2016-03-27 11:00:00,321,67,11,0.183333
1503960366,2016-03-27 12:00:00,100,61,5,0.083333
1503960366,2016-03-27 13:00:00,684,96,28,0.466667
1503960366,2016-03-27 14:00:00,652,95,27,0.45
1503960366,2016-03-27 15:00:00,255,66,9,0.15
1503960366,2016-03-27 16:00:00,99,61,7,0.116667
1503960366,2016-03-27 17:00:00,214,76,17,0.283333
1503960366,2016-03-27 18:00:00,540,92,28,0.466667
1503960366,2016-03-27 19:00:00,2887,191,85,1.416667
1503960366,2016-03-27 20:00:00,372,84,24,0.4
1503960366,2016-03-27 21:00:00,461,90,26,0.433333
1503960366,2016-03-27 22:00:00,367,76,15,0.25
1503960366,2016-03-27 23:00:00,163,63,8,0.133333
1503960366,2016-03-28 00:00:00,152,63,10,0.166667
1503960366,2016-03-28 01:00:00,16,50,1,0.016667
1503960366,2016-03-28 02:00:00,0,47,0,0.0
1503960366,2016-03-28 03:00:00,0,47,0,0.0
1503960366,2016-03-28 04:00:00,0,47,0,0.0
1503960366,2016-03-28 05:00:00,0,47,0,0.0
1503960366,2016-03-28 06:00:00,0,47,0,0.0
1503960366,2016-03-28 07:00:00,0,47,0,0.0
1503960366,2016-03-28 08:00:00,91,55,4,0.066667
1503960366,2016-03-28 09:00:00,1801,140,30,0.5
1503960366,2016-03-28 10:00:00,209,68,8,0.133333
1503960366,2016-03-28 11:00:00,242,70,10,0.166667
1503960366,2016-03-28 12:00:00,198,69,9,0.15
1503960366,2016-03-28 13:00:00,3422,207,70,1.166667
1503960366,2016-03-28 14:00:00,1116,105,33,0.55
1503960366,2016-03-28 15:00:00,281,72,10,0.166667
1503960366,2016-03-28 16:00:00,228,68,10,0.166667
1503960366,2016-03-28 17:00:00,135,71,14,0.233333
1503960366,2016-03-28 18:00:00,252,78,19,0.316667
1503960366,2016-03-28 19:00:00,3298,209,90,1.5
1503960366,2016-03-28 20:00:00,872,99,18,0.3
1503960366,2016-03-28 21:00:00,81,62,7,0.116667
1503960366,2016-03-28 22:00:00,196,69,12,0.2
1503960366,2016-03-28 23:00:00,641,94,26,0.433333
1503960366,2016-03-29 00:00:00,0,51,0,0.0
1503960366,2016-03-29 01:00:00,242,68,13,0.216667
1503960366,2016-03-29 02:00:00,15,50,2,0.033333
1503960366,2016-03-29 03:00:00,0,48,0,0.0
1503960366,2016-03-29 04:00:00,0,47,0,0.0
1503960366,2016-03-29 05:00:00,6,49,1,0.016667
1503960366,2016-03-29 06:00:00,21,49,1,0.016667
1503960366,2016-03-29 07:00:00,53,52,3,0.05
1503960366,2016-03-29 08:00:00,185,65,10,0.166667
1503960366,2016-03-29 09:00:00,1580,132,32,0.533333
1503960366,2016-03-29 10:00:00,446,84,17,0.283333
1503960366,2016-03-29 11:00:00,869,102,25,0.416667
1503960366,2016-03-29 12:00:00,147,62,9,0.15
1503960366,2016-03-29 13:00:00,1158,113,39,0.65
1503960366,2016-03-29 14:00:00,243,65,5,0.083333
1503960366,2016-03-29 15:00:00,413,79,13,0.216667
1503960366,2016-03-29 16:00:00,348,80,16,0.266667
1503960366,2016-03-29 17:00:00,288,74,12,0.2
1503960366,2016-03-29 18:00:00,535,90,22,0.366667
1503960366,2016-03-29 19:00:00,198,82,24,0.4
1503960366,2016-03-29 20:00:00,3559,214,97,1.616667
1503960366,2016-03-29 21:00:00,1034,105,19,0.316667
1503960366,2016-03-29 22:00:00,0,47,0,0.0
1503960366,2016-03-29 23:00:00,701,79,23,0.383333
1503960366,2016-03-30 00:00:00,0,47,0,0.0
1503960366,2016-03-30 01:00:00,0,47,0,0.0
1503960366,2016-03-30 02:00:00,0,47,0,0.0
1503960366,2016-03-30 03:00:00,0,47,0,0.0
1503960366,2016-03-30 04:00:00,0,47,0,0.0
1503960366,2016-03-30 05:00:00,0,47,0,0.0
1503960366,2016-03-30 06:00:00,0,47,0,0.0
1503960366,2016-03-30 07:00:00,0,47,0,0.0
1503960366,2016-03-30 08:00:00,15,49,1,0.016667
1503960366,2016-03-30 09:00:00,1379,117,23,0.383333
1503960366,2016-03-30 10:00:00,233,74,13,0.216667
1503960366,2016-03-30 11:00:00,475,78,12,0.2
1503960366,2016-03-30 12:00:00,1979,152,52,0.866667
1503960366,2016-03-30 13:00:00,26,59,3,0.05
1503960366,2016-03-30 14:00:00,443,77,12,0.2
1503960366,2016-03-30 15:00:00,209,71,12,0.2
1503960366,2016-03-30 16:00:00,67,62,4,0.066667
1503960366,2016-03-30 17:00:00,35,58,4,0.066667
1503960366,2016-03-30 18:00:00,2696,175,72,1.2
1503960366,2016-03-30 19:00:00,1299,128,38,0.633333
1503960366,2016-03-30 20:00:00,996,120,45,0.75
1503960366,2016-03-30 21:00:00,570,94,27,0.45
1503960366,2016-03-30 22:00:00,38,55,3,0.05
1503960366,2016-03-30 23:00:00,510,74,18,0.3
1503960366,2016-03-31 00:00:00,154,65,11,0.183333
1503960366,2016-03-31 01:00:00,0,47,0,0.0
1503960366,2016-03-31 02:00:00,129,59,7,0.116667
1503960366,2016-03-31 03:00:00,0,48,0,0.0
1503960366,2016-03-31 04:00:00,0,48,0,0.0
1503960366,2016-03-31 05:00:00,0,48,0,0.0
1503960366,2016-03-31 06:00:00,0,47,0,0.0
1503960366,2016-03-31 07:00:00,34,53,4,0.066667
1503960366,2016-03-31 08:00:00,164,63,8,0.133333
1503960366,2016-03-31 09:00:00,1539,135,29,0.483333
1503960366,2016-03-31 10:00:00,314,76,13,0.216667
1503960366,2016-03-31 11:00:00,119,59,4,0.066667
1503960366,2016-03-31 12:00:00,358,74,13,0.216667
1503960366,2016-03-31 13:00:00,460,79,16,0.266667
1503960366,2016-03-31 14:00:00,796,92,26,0.433333
1503960366,2016-03-31 15:00:00,988,107,25,0.416667
1503960366,2016-03-31 16:00:00,135,65,8,0.133333
1503960366,2016-03-31 17:00:00,145,68,10,0.166667
1503960366,2016-03-31 18:00:00,198,69,12,0.2
1503960366,2016-03-31 19:00:00,231,66,6,0.1
1503960366,2016-03-31 20:00:00,1497,124,27,0.45
1503960366,2016-03-31 21:00:00,1011,109,26,0.433333
1503960366,2016-03-31 22:00:00,307,81,20,0.333333
1503960366,2016-03-31 23:00:00,3617,208,97,1.616667
1503960366,2016-04-01 00:00:00,82,57,5,0.083333
1503960366,2016-04-01 01:00:00,7,52,1,0.016667
1503960366,2016-04-01 02:00:00,41,53,3,0.05
1503960366,2016-04-01 03:00:00,106,56,5,0.083333
1503960366,2016-04-01 04:00:00,0,47,0,0.0
